0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,relation
0.4835148,0.5492455,-0.2646064,0.5626894,0.58535254,-0.18717839,-0.4545774,0.45761397,-0.5299848,0.064628005,-0.20622055,-0.07251481,-0.16024399,-0.4725742,-0.03967775,0.56772375,0.07882419,0.50544083,0.02564917,0.037768908,0.20072646,-0.16392669,-0.054373454,-0.054628372,-0.12019411,0.45256373,0.2932766,-0.32712013,0.11476745,0.5876583,0.5081401,0.11960894,0.5924232,0.17492048,-0.15484121,-0.24177456,-0.50609475,0.54591525,0.5684469,-0.017390152,0.16435608,0.057685263,-0.03329262,0.5632671,-0.5355869,-0.013280074,0.23318653,0.5732243,-0.07909143,-0.19406997,0.30407116,0.4669268,-0.18827364,0.27238488,-0.18597583,-0.58188117,0.42359108,0.044737477,-0.2313408,0.12876724,-0.28543216,0.04883058,-0.2381558,0.30327442,0.074915364,0.24329017,0.12863903,-0.0818611,-0.009604969,0.5160245,0.02939493,0.095548496,0.017689291,-0.13928714,0.19573893,0.06364878,-0.11568952,0.15067635,0.005859038,0.14811228,-0.045070488,-0.44392258,0.5038973,0.089887306,-0.0054312446,-0.07133883,-0.54712063,0.5580119,0.07990454,0.0042585824,0.4969368,0.26823547,0.2097298,-0.15926506,0.56543016,0.09475148,-0.5821198,0.49637458,-0.52742857,-0.0051449393,ATTENDS
0.05236117,0.43050236,0.008309839,0.56959474,0.44691014,0.03265556,-0.20537542,0.443676,-0.09159724,-0.09311043,0.19131026,0.54474986,0.5891174,-0.46592253,-0.28874388,0.03359848,-0.32409075,-0.10601114,-0.51797175,-0.5955401,0.24739507,-0.017425671,-0.38989413,0.035824593,0.26619232,0.26507565,0.07076348,-0.05652266,-0.08060712,0.3512291,-0.4400903,0.5091721,0.28906953,-0.073340535,-0.46171892,0.5225806,0.5843663,0.19148783,0.48580626,0.39389908,0.54354155,0.05093875,0.15829344,0.46706676,-0.02541612,-0.2451507,0.54931617,0.5380888,-0.103465535,-0.40959895,0.35875905,0.16236095,0.42475998,0.3765263,-0.32236478,-0.45800525,-0.082814924,0.535442,0.42350757,0.086661436,0.39417243,0.46742082,0.1177341,-0.22597454,0.4228381,0.24188536,-0.3035733,0.5942062,0.48516,0.4114635,0.12501374,0.52835095,-0.34156337,-0.07981302,0.049019195,0.4418357,-0.13913225,-0.37740487,-0.16731638,0.104143344,0.09509244,-0.58603954,-0.2638099,0.034893773,-0.14213543,-0.5607331,-0.42542574,-0.023511088,0.47325754,0.071007505,-0.49575728,-0.11358601,-0.27947703,-0.5607567,0.57931674,-0.2567374,-0.18031856,0.18531346,0.40001333,-0.38051388,BCC
-0.14119722,0.5276238,-0.0783506,-0.11088439,-0.01677164,-0.021533052,-0.13631359,-0.09686571,-0.48408884,0.12698281,0.08806045,0.09040569,0.5899745,0.11108521,0.25788638,0.044685796,-0.018412637,0.120767854,-0.0758241,-0.037724715,-0.09896543,0.10805964,-0.020146942,0.5143901,0.44978252,0.068478316,0.09040618,0.55647683,0.019989783,-0.5476418,0.009092342,0.14763401,0.145636,-0.1453307,-0.21921203,-0.021820426,-0.0616945,0.064842574,-0.10119316,0.53299916,-0.5379615,-0.5079795,0.02127529,0.14407021,-0.49098954,0.02312631,0.021475185,-0.040092777,0.11036516,-0.10687436,0.067051545,-0.01506672,-0.098183535,-0.58495826,-0.035927266,-0.0006066317,0.073698856,0.58455753,0.07757569,-0.12945095,-0.09322286,-0.041402087,0.11422748,0.05783384,-0.545243,-0.026501449,0.052149147,-0.027009565,0.1124533,0.0074618403,0.5104462,0.096795626,0.024941228,-0.06634139,-0.5242147,-0.11722752,-0.010400418,0.14748769,-0.5840249,-0.1391877,-0.13484335,0.0013896353,0.05097254,-0.17008062,0.10453062,0.008159864,0.11014662,-0.5920013,0.11805404,0.09231256,-0.5815417,0.07939239,-0.03266186,-0.58278096,0.003929181,0.06708663,-0.010605736,0.016790152,0.58355,-0.53325176,BELONGS_TO
-0.09793291,-0.4243035,-0.30926582,-0.012452237,0.08574288,-0.5380078,-0.017562311,-0.007153139,0.0525166,0.10490955,-0.5300772,-0.009413536,-0.041325632,0.02068199,-0.13521136,-0.45021495,0.070087925,0.0775315,-0.03768111,0.23040703,-0.105455026,-0.04732486,-0.1032064,-0.22051927,0.017935744,0.22133361,0.29707405,0.08368296,0.15776369,-0.5236128,0.0062631206,0.1734477,0.14240165,0.044573925,-0.48768362,0.51057684,0.03208722,0.4207572,0.11392512,0.08809899,-0.011089116,0.1268784,0.025048863,0.39708507,-0.18783496,0.04670344,0.37899604,-0.10926098,-0.047476072,-0.28112218,0.4320192,-0.5537267,-0.124687664,0.05522477,0.54867625,-0.15132931,0.54579353,-0.5322581,-0.09850984,0.17186761,-0.1528683,0.03973555,-0.08727813,0.19967279,-0.14677751,-0.084146045,0.14760408,0.031147644,0.07504373,-0.43466398,-0.5213562,0.10042691,0.46439695,-0.17868176,0.16844487,-0.5187704,-0.56337494,0.14573365,0.10918253,-0.57795054,-0.045951348,-0.1268967,0.08767236,0.0078108176,0.1157177,-0.16883828,-0.52658737,-0.5702816,0.19824144,-0.5912815,0.122586265,0.08840686,0.55240536,-0.089906715,-0.023296665,-0.44547832,-0.042716295,-0.46938673,-0.23394676,0.105114505,CONTAINS_EVENT
0.29306504,0.32707188,-0.25788534,0.4647713,0.088820904,-0.42377323,0.23164023,-0.51274985,-0.029999569,0.43518245,0.41380262,-0.0118287625,-0.27424303,-0.44840765,-0.43407306,-0.48409477,-0.11793685,-0.18873183,0.47454584,0.43623555,0.3618248,0.22619887,0.18788247,0.41806403,0.13822769,0.46722686,-0.3551445,0.5638161,-0.23743136,0.40561298,0.1662687,-0.22546174,0.58763134,0.43484315,0.46331382,-0.32224312,0.11362413,0.20581031,0.4310171,0.36747894,-0.4148961,-0.5332459,0.47995973,-0.41302478,0.57546043,0.046739828,0.54652476,0.50706434,0.34472734,-0.099111795,0.14736545,0.44637787,-0.49043566,-0.06057085,-0.10995189,0.5309441,-0.3647291,-0.4830972,-0.24050425,-0.5859411,-0.104327664,0.53896916,-0.35301998,0.44618955,-0.043121457,0.40116015,0.50752056,-0.052254,-0.08834279,-0.48135382,-0.33391058,-0.17811143,-0.18314786,0.53309035,-0.16203222,0.30327493,-0.06529357,-0.5198367,-0.06190324,0.03150553,0.42500314,0.20787618,0.38408387,-0.43097368,0.044996783,0.18507221,-0.5421009,0.32162145,-0.16450663,0.34982044,0.03464064,0.19589028,-0.06727564,-0.12893192,0.35412124,-0.061042305,0.34039456,0.39024433,0.09742128,-0.4975116,COPIED
0.48015702,-0.44102263,-0.56464005,-0.5260531,0.55835736,0.0072914506,0.41031742,0.25345302,0.38871676,-0.55780345,0.4491384,-0.1358463,0.46177045,0.06259837,0.51263916,0.4385114,-0.16000518,0.48377344,0.05055525,0.49942493,-0.30555624,-0.043995615,-0.46859604,0.21193208,-0.011132036,-0.03763618,0.25132528,-0.35604307,-0.39475894,0.589609,0.17881839,0.2391855,0.020646995,0.5597614,0.123057455,-0.46105528,-0.39814436,-0.5299896,0.4608295,0.41699806,0.4713403,-0.46138453,0.4354514,0.287864,-0.18572952,0.53730655,0.22824179,-0.062491227,-0.060439926,-0.546415,0.16861752,-0.34916735,-0.11462146,0.3998979,-0.08816332,-0.07567214,-0.5623285,-0.19228323,0.46477985,-0.4975687,-0.26418644,0.38752252,0.07919424,-0.46520427,-0.49293715,-0.12072328,-0.10943963,-0.59476626,0.2225359,-0.33035696,0.09584571,-0.072568655,-0.4844969,0.054331087,-0.23622574,0.5263107,0.39966625,-0.49076325,0.025505085,0.09665214,-0.2186063,-0.48766112,0.08364875,-0.12000501,0.24897026,0.17595947,0.23741145,0.21526586,0.34080032,0.28679395,0.055050526,0.2121367,-0.1901003,-0.016480757,0.45990887,-0.23112826,0.3979729,-0.26551086,-0.0071795634,0.18308622,HAS_ATTACHMENT
-0.08010207,-0.030969763,-0.074955605,-0.51174104,-0.016405158,0.046109196,-0.5065719,0.0033653318,-0.06163728,0.077938974,-0.017711239,0.076537795,0.58804214,0.17371371,-0.4759199,0.14973852,0.08745841,0.057232447,-0.53103375,0.028031033,-0.08454227,0.09781158,-0.058317672,-0.08778782,-0.039367843,0.5844381,0.11992272,-0.43315873,0.10111001,0.04072296,0.01286608,0.07850147,0.09641802,-0.07796214,0.108863205,0.043347843,0.0010550122,-0.024395641,-0.07221566,-0.01685542,0.03716425,0.5245031,-0.5500942,0.07938726,0.0031700295,0.10294063,0.5891565,-0.07748781,0.03351912,-0.5162522,-0.5199378,-0.57892513,-0.14407714,-0.07941239,-0.042435817,-0.054968655,0.5010748,-0.13628368,0.023243923,-0.07749378,-0.47055152,-0.54477525,0.04166238,0.011206026,-0.122127436,-0.048809867,0.026312828,0.177151,0.5583538,-0.5202865,0.05190521,0.09310666,-0.41987073,-0.0071264906,-0.0255427,-0.12027174,0.5026064,0.489766,0.010894469,-0.030824404,-0.123184904,-0.0788664,-0.02228073,-0.08066959,0.08380622,0.5455568,0.47777545,-0.03820242,0.06266582,0.051509764,-0.53587687,0.44801953,0.02438329,-0.020519933,0.52815735,0.49763584,-0.53559065,-0.06905323,-0.49127504,0.037618823,HAS_LABEL
0.5641099,-0.1726965,0.18267117,0.061850756,0.04716526,-0.02394339,-0.35267606,-0.060404725,-0.07095043,-0.36800054,-0.2146395,0.5058986,0.14555763,-0.5634135,0.42992663,-0.48399538,0.14031854,-0.13715562,-0.13040842,0.09303885,0.5754976,0.25264362,-0.11921059,0.05724668,0.14567289,0.029182795,-0.41777357,0.53006387,0.043538406,-0.46041617,-0.28029236,-0.15348631,-0.05727843,-0.17227016,-0.5354266,-0.47209162,-0.46828222,0.56868744,-0.48688284,0.031736933,-0.59486234,-0.5833583,0.07103111,-0.56994283,0.14424847,0.12242515,-0.12130476,0.53291154,0.09110325,0.46297538,-0.5923333,-0.050271478,0.13412058,-0.44712424,0.10705446,-0.5839946,-0.032357354,-0.35358393,0.35758263,0.08785472,0.524645,-0.5058428,0.46965244,-0.35256168,-0.052205596,0.17233427,0.011643682,0.06552615,0.14797497,-0.542216,0.2947224,0.14839566,0.011561419,0.009720315,-0.056709945,0.5478605,0.33073583,0.027071523,-0.02360901,-0.074275956,-0.15295205,0.2358656,-0.23213015,-0.31632516,0.044513542,0.064587586,0.030029213,0.11009712,0.56918347,-0.014677737,-0.5393016,0.5132773,-0.07741219,0.26487795,0.056082115,-0.1253081,-0.5268472,0.06652414,0.06783098,-0.34936273,LOCATED_AT
0.0640231,0.5322772,-0.37737894,0.10409142,0.08009344,-0.5192402,0.03861262,0.058201417,0.5655855,0.093132585,-0.12280601,-0.061091814,-0.11565549,0.2748558,-0.04302355,0.5077336,0.05331738,0.04406845,-0.0040719383,-0.371879,0.5983088,0.44315863,-0.022414783,-0.027953692,-0.11749386,-0.5237898,0.23942846,0.40926707,0.3445148,0.13812214,0.1330289,0.098824896,0.03944982,-0.5417481,-0.57048243,-0.53278553,-0.015335778,0.3292669,0.4702488,-0.029277643,-0.37834898,-0.03188837,-0.026205262,0.44293526,-0.14176676,-0.05000119,0.22488005,0.19301471,-0.05273547,0.58578813,0.40519175,-0.49233478,-0.50589556,-0.5144733,-0.59986115,-0.18961656,0.12101209,0.009078611,-0.24396446,0.14395054,-0.58923686,0.10345453,-0.22128227,0.26459178,0.09342333,0.22813256,0.41860634,-0.061134223,-0.41437948,-0.3993019,0.5042285,0.06527596,-0.039957713,-0.09969819,-0.07298002,0.06351237,-0.21017152,0.113122955,-0.0008600986,0.17942102,-0.55008364,0.04230285,0.28563762,0.07670959,-0.059519533,-0.11332775,-0.52199185,0.04087742,0.45049512,-0.012167136,0.1779824,0.5767827,0.59892094,-0.15143771,-0.014241744,0.44066226,-0.14593808,-0.553788,0.4517492,0.42472732,ORGANIZES
0.5148976,0.3474472,0.069197275,0.1856821,0.3027043,-0.087291405,0.13811724,0.10851027,0.034727313,-0.48032802,-0.06747641,0.43640625,-0.16935512,-0.09487329,0.22755483,-0.12460713,-0.08153257,-0.56978154,0.038517505,-0.05570254,0.13855155,-0.08048207,0.17295015,0.106126815,-0.09117125,-0.037106697,-0.06599701,0.0061937743,-0.29353082,0.11645513,0.55279803,-0.50793576,-0.27635434,0.14877956,-0.2920226,-0.1351431,0.27699968,0.042289115,0.5507176,0.53251576,0.15579566,-0.14049627,0.0769912,0.0058516776,0.011057816,-0.25684777,-0.10153703,0.23490003,-0.53538907,0.107219115,-0.36238092,0.26526633,0.013233706,0.38575304,-0.588963,0.09291349,-0.54291505,-0.48980507,-0.041574378,-0.069836214,0.06885965,0.048991654,-0.18026873,-0.06438518,0.22401455,0.15351543,-0.5879244,-0.03337051,-0.22419605,0.027521184,-0.096686825,-0.21477175,0.06924584,0.1493065,0.14854816,0.3321516,-0.051244427,-0.50414586,-0.40367788,-0.4936058,0.2219145,0.28485295,0.26862144,0.14111911,-0.2680311,0.5230609,-0.41834116,-0.5326717,-0.2903761,-0.031034525,-0.38694078,-0.03149707,-0.0988617,0.56136787,-0.42961144,0.40145686,0.088133335,0.23477045,-0.20005792,-0.14447187,RECEIVED
0.074332625,-0.5072357,-0.013808659,0.56937563,0.0229513,0.0554859,0.23335981,-0.38502648,-0.04466693,-0.5825259,0.043829933,0.49660075,0.035396278,0.48446107,0.51769197,0.5115448,-0.06586134,0.013615996,-0.5937116,-0.30980602,-0.011054082,-0.0063015735,-0.2192155,0.19735967,-0.07322698,0.022790436,-0.0041494793,-0.032927655,-0.029631054,0.1456143,-0.52654535,0.060130775,0.52458084,0.026288219,0.011476095,-0.007957679,0.38211456,-0.012765203,-0.47214133,0.033514407,0.3501495,-0.5090949,-0.013170675,0.09365835,-0.50434935,0.10063207,-0.3775857,-0.0067821788,0.018296577,0.045919333,0.5755613,-0.03753291,0.17335822,0.16964875,0.015602464,-0.024914013,0.032301627,0.5900738,-0.011595235,-0.073239006,0.1781582,0.0047474047,0.06437055,-0.4322582,-0.52992886,-0.43141615,0.01711921,0.014526823,0.11049834,-0.5398026,0.08410298,0.49720323,-0.59826416,0.40270007,-0.020460863,0.081654646,-0.032202207,-0.0049281735,-0.0076843686,0.07030261,0.40982288,0.57893014,0.5954827,0.5145,0.0012410689,0.4690007,0.121074036,-0.52824557,-0.015513554,-0.0820399,0.032603126,0.06768386,0.013631581,0.21761745,-0.3539846,-0.22985822,-0.5249096,-0.037910268,-0.5152008,-0.101905756,REPLY_TO
0.10828259,-0.49967366,0.001845741,0.058821604,-0.52905524,0.046088614,0.00018248745,0.070030026,-0.49930948,-0.013343412,-0.05973815,-0.06079117,-0.111331105,-0.1059679,0.15212671,-0.4692027,-0.06923256,-0.06937473,-0.57348037,-0.11088418,0.14553952,-0.09876608,0.035173997,0.118516825,-0.5741097,-0.06324715,-0.07818818,-0.048469223,-0.15735345,-0.040624637,-0.59638983,-0.12504537,-0.59193575,0.09363902,-0.56623465,-0.054432254,0.5705637,0.062529095,0.17246178,-0.59005827,0.5137793,-0.14604211,-0.022743197,0.0013451179,-0.02907928,-0.47024125,0.010260563,0.17539182,0.0110477805,0.53364706,-0.05040093,0.11072088,-0.05918003,0.5971278,-0.107238375,-0.3943106,-0.17389527,0.18472421,-0.09739042,-0.009920977,0.03723014,0.08248811,0.009135956,-0.0047494625,0.5670562,0.13336457,-0.017680945,0.00048414327,-0.13011864,0.11422027,0.5389488,-0.4868972,-0.012597627,0.597527,0.027448729,0.5282176,-0.1008306,-0.0033984007,-0.109144114,0.5546297,0.5495504,0.15148683,0.50015897,0.066137634,-0.10452129,0.05717698,-0.1496077,0.1220169,-0.17622629,0.079996556,0.027068712,-0.0081370585,0.47830793,-0.5912309,0.0062128617,-0.1034549,-0.04833267,-0.020755708,0.093979165,-0.1063101,SENT
